frameNum, leftShoulder, leftElbow, leftWrist, rightShoulder, rightElbow, rightWrist, leftHip, leftKnee, leftAnkle, rightHip, rightKnee, rightAnkle
37, 68.163, 30.3911, 26.4168, 65.8431, 26.5208, 40.4856, 12.6477, 53.6352, 85.0647, 6.80415, 54.4141, 102.967
38, 68.3008, 30.5693, 27.348, 65.9378, 27.9494, 40.2257, 12.5392, 54.0969, 85.784, 6.73142, 54.6672, 102.891
39, 68.0546, 30.1729, 26.4747, 65.5993, 28.1757, 40.8419, 12.5619, 54.8437, 86.1721, 7.16576, 54.8478, 103.327
40, 68.0533, 29.6723, 24.68, 65.4297, 28.3622, 41.7974, 12.3821, 55.2155, 84.4077, 7.47947, 55.712, 103.803
41, 69.124, 30.4762, 30.6015, 67.1606, 29.889, 40.9759, 11.2823, 54.4168, 91.1723, 6.3623, 54.4077, 103.021
42, 69.4951, 30.8005, 30.6926, 67.3882, 30.4326, 41.0846, 10.7721, 57.5381, 93.344, 6.22785, 54.1656, 103.115
43, 69.0969, 31.0361, 32.3816, 67.3089, 30.8715, 42.0649, 10.4204, 56.9822, 93.5342, 6.49914, 54.9724, 103.395
44, 69.0152, 30.529, 28.3869, 67.088, 31.1896, 42.6628, 10.5357, 57.8849, 96.3069, 6.84226, 55.6313, 103.72
45, 68.7632, 30.27, 29.6225, 67.6325, 31.8926, 42.9083, 10.3558, 58.2691, 97.7298, 6.82652, 56.1188, 103.695
46, 69.2925, 28.4608, 29.0852, 69.2835, 33.1692, 43.5788, 9.67317, 58.7433, 100.652, 7.19381, 56.4185, 104.006
47, 68.97, 30.2928, 28.7954, 69.9677, 34.7274, 44.1499, 9.82094, 59.6901, 101.779, 7.6309, 57.3769, 104.268
48, 68.6478, 31.8075, 25.5701, 70.4069, 35.6982, 44.1251, 10.1816, 60.3602, 104.918, 9.23519, 58.2026, 105.519
49, 67.1026, 28.9557, 28.3652, 72.9402, 38.1056, 43.8188, 9.19581, 59.2117, 104.259, 9.04823, 58.7347, 104.498
50, 67.0425, 26.7619, 27.9666, 72.8649, 38.9608, 44.0676, 9.42927, 59.4187, 105.661, 9.67268, 60.2033, 104.932
51, 67.3689, 26.7608, 26.7565, 73.0996, 40.85, 43.7813, 10.5492, 60.2851, 106.341, 10.3165, 60.0302, 105.842
52, 67.5906, 26.9906, 25.8541, 72.7263, 42.2566, 43.5427, 10.6326, 61.0336, 107.239, 11.0716, 62.5638, 106.232
53, 67.4464, 26.7287, 26.0408, 72.6322, 44.4744, 43.1377, 10.9815, 61.6025, 107.604, 11.9827, 62.5794, 106.643
54, 66.8761, 26.5275, 24.7395, 71.6169, 46.6998, 43.9469, 11.6651, 62.0984, 107.894, 12.1437, 63.9012, 93.721
55, 66.9359, 26.1973, 25.55, 71.7172, 47.5617, 43.5469, 11.7822, 62.0883, 107.442, 12.0987, 63.5518, 99.84
56, 68.6109, 26.8862, 26.1901, 72.2542, 48.5161, 43.098, 11.5024, 61.3581, 110.451, 11.0055, 63.9078, 99.8103
57, 67.719, 27.5033, 25.3263, 72.5257, 48.4938, 42.7529, 11.9691, 61.4395, 106.553, 11.191, 64.7108, 99.5398
58, 68.1565, 28.6632, 25.4299, 72.5999, 48.5316, 42.7752, 12.6351, 61.2103, 109.28, 9.89435, 65.6085, 98.4696
59, 68.0167, 28.6806, 25.2316, 72.9178, 47.9989, 41.9612, 12.6658, 60.7207, 109.985, 10.0761, 62.1915, 103.862
60, 69.1153, 29.9222, 31.5867, 74.4914, 49.5038, 40.8897, 12.006, 59.7879, 104.862, 8.57153, 65.139, 99.6042
61, 69.4428, 30.0609, 34.0935, 74.7282, 50.4265, 40.4607, 11.889, 59.3506, 109.905, 8.17653, 63.1189, 101.391
62, 67.6262, 28.5494, 33.922, 74.0674, 50.6832, 40.8062, 11.566, 58.4753, 101.807, 9.39258, 63.4479, 106.341
63, 67.2196, 27.2401, 34.0941, 74.2104, 51.2255, 39.6582, 11.665, 59.7463, 101.727, 9.15576, 66.8985, 109.992
64, 66.3613, 32.4832, 38.1879, 73.9186, 52.2069, 40.2736, 10.1377, 55.5974, 98.6251, 10.8842, 66.8997, 111.677
65, 66.6333, 31.1135, 39.8223, 74.1097, 52.6362, 39.8603, 9.5626, 55.7119, 98.621, 11.0206, 67.0937, 112.011
66, 65.9955, 31.1869, 41.0523, 74.1584, 53.1726, 39.9649, 8.76665, 55.8353, 98.1189, 12.4052, 66.5907, 113.276
